place_id,name,rating,lat,lng,type,review_text,review_rating,review_time,review_author
ChIJdUy-bctRqEcRRPaOFdhZ5t0,DHL Packstation 575,1.6,52.5248612,13.3460092,DHL Packstation,"Die Packstation ist nicht rund um die Uhr geöffnet, da sie zur selben Zeit wie die dazugehörige Postfiliale schließt. Das wäre an sich nicht schlimm, wenn die offiziellen Informationen auf DHL dazu stimmen würden. Somit würde man sehr viel Frust vermeiden können.",3,vor einem Jahr,Niklas K
ChIJdUy-bctRqEcRRPaOFdhZ5t0,DHL Packstation 575,1.6,52.5248612,13.3460092,DHL Packstation,"Mir erschließt es sich nicht, warum man in eine (Post) Bank eine Packstation integriert und somit die wesentlichen Vorteile einer Packstation hinfällig werden. Die Packstation ist nur zu den Öffnungszeiten der Post (Bank) zugänglich. Diese ist sicher nicht für seine langen Öffnungszeiten bekannt. Samstags bis 13:00Uhr und sonntags geschlossen. Irgendwie, wie ein Witz...",1,vor 2 Jahren,Sinan Gümüs
ChIJk0gnDLpRqEcRRFr22uHKJi8,DHL Packstation 405,3.4,52.53143310000001,13.3456278,DHL Packstation,Mittlerweile etwas besser beleuchtet und hoffentlich keine riesen Pfütze mehr vor der Station.,4,vor 4 Monaten,Moritz H.
ChIJk0gnDLpRqEcRRFr22uHKJi8,DHL Packstation 405,3.4,52.53143310000001,13.3456278,DHL Packstation,"Die Packstation ist recht groß, aber bei Regen kann man zu den Fächern links und rechts von der Eingabe- und Scanner-Säule eigentlich nur noch schwimmen, da der Bereich davor grundsätzlich unter Wasser steht.",3,vor 2 Jahren,Code Segment
ChIJk0gnDLpRqEcRRFr22uHKJi8,DHL Packstation 405,3.4,52.53143310000001,13.3456278,DHL Packstation,Immer gut erreichbar. Leider steht man bei Regen in der pfütze und sie ist oft defekt,3,vor 3 Jahren,Lothar Kleer
ChIJk0gnDLpRqEcRRFr22uHKJi8,DHL Packstation 405,3.4,52.53143310000001,13.3456278,DHL Packstation,"Schlecht, außerdem wurde die Bewertung mit einem Stern gelöscht, lol",2,vor 2 Jahren,Joseph Brady
ChIJk0gnDLpRqEcRRFr22uHKJi8,DHL Packstation 405,3.4,52.53143310000001,13.3456278,DHL Packstation,,1,vor 10 Monaten,Daniela Heinemann
ChIJpRJ4GcJRqEcRPoLMlqzNuts,DHL Packstation 211,3.8,52.5237402,13.3640821,DHL Packstation,"Die Packstation funktioniert nicht, der Bildschirm reagiert nicht obwohl nach telefonischer Beschwerde die DHL ihn zwei mal neu gestartet hat!",1,vor 3 Monaten,Aya
ChIJpRJ4GcJRqEcRPoLMlqzNuts,DHL Packstation 211,3.8,52.5237402,13.3640821,DHL Packstation,"Ich habe die DHL Packstation 211 in Berlin-Moabit getestet und war zufrieden.

Die Packstation ist gut zu erreichen und befindet sich in der Nähe des S-Bahnhofs Lehrter Stadtbahnhof. Zum Parken kann der Parkplatz von Aldi genutzt werden. Die Packstation hat einen Drucker, um Versandlabels auszudrucken. Ich konnte meine Pakete ohne Probleme abholen und versenden.

Vormittags ist die Packstation nicht allzu ausgelastet, sodass man schnell seine Pakete abholen und versenden kann.",5,vor 2 Jahren,Dominik Büntjen
ChIJpRJ4GcJRqEcRPoLMlqzNuts,DHL Packstation 211,3.8,52.5237402,13.3640821,DHL Packstation,"Die Packstation ist eine sehr angenehme Einrichtung, wenn man auf ein wichtiges Paket wartet, aber nicht selbst zu Hause sein kann um es entgegenzunehmen. Eine Möglichkeit Pappe direkt vor Ort entsorgen zu können wäre schön.",4,vor 3 Jahren,Sebastian Schreck
ChIJpRJ4GcJRqEcRPoLMlqzNuts,DHL Packstation 211,3.8,52.5237402,13.3640821,DHL Packstation,"Funktioniert, hat jetzt einen Scanner anstatt der Tastatur dran. Kann Sendungen empfangen, liefern und Rücksende-QR-Codes erkennen.",4,vor 6 Jahren,Jamie Kerner
ChIJpRJ4GcJRqEcRPoLMlqzNuts,DHL Packstation 211,3.8,52.5237402,13.3640821,DHL Packstation,Funktioniert fast immer gut. Mit dem Auto kann man direkt an die Packstation fahren.,5,vor einem Jahr,Karl-Heinz Czeranski
ChIJe-Lh_G9RqEcRzfOQ66EkKzA,DHL Packstation 142,1.3,52.5348605,13.3286375,DHL Packstation,Eigentlich eine 5 Sterne Bewertung wenn man auf Geocaching und Abenteuer steht. Um die Station auf Anhieb zu finden muss man entweder generelles Misstrauen im Google Maps haben oder für die Navigation mit den Sternen am Nachthimmel ausgebildet sein. DHL erlaubt sich hier einen grandiosen Scherz der an Lächerlichkeit nur durch die Höhe der Löhne für ihre Angestellten zu überbieten ist. Für Berlin- Touristen allerdings ein wunderschön unnötiger Spazierganz über ein sehr ansehnliches Industriegelände!,1,vor 3 Monaten,Yanni Petride
ChIJe-Lh_G9RqEcRzfOQ66EkKzA,DHL Packstation 142,1.3,52.5348605,13.3286375,DHL Packstation,"Ich konnte die Station leicht finden, allerdings ist sie nicht beleuchtet und hinter einem Busch. Sicher fühlt man sich hier nicht.
Außerdem funktioniert die Station nur per App, was an sich gut ist, denn so hat man auf jeden Fall ein Handy dabei, um sich die Station zu beleuchten.",1,vor einem Jahr,Dominic
ChIJe-Lh_G9RqEcRzfOQ66EkKzA,DHL Packstation 142,1.3,52.5348605,13.3286375,DHL Packstation,"Die Packstation ist in der DHL-App leider immer noch an der falschen Adresse gelistet. Es wäre wirklich hilfreich die Adresse zu ändern, damit man nicht im dunkeln über das Hafengelände irren muss!",1,vor 6 Monaten,Hannah
ChIJe-Lh_G9RqEcRzfOQ66EkKzA,DHL Packstation 142,1.3,52.5348605,13.3286375,DHL Packstation,"Absolute Scheiße. Es handelt sich um eine falsche Adresse. Die echte Adresse ist nochmal 30 min Fußweg weg. War noch nicht dort aber in den Rezensionen steht die Richtige Adresse. Habe jetzt 1h umsonst gesucht.
Danke für nichts!!",1,vor 5 Monaten,Pascal Buck
ChIJe-Lh_G9RqEcRzfOQ66EkKzA,DHL Packstation 142,1.3,52.5348605,13.3286375,DHL Packstation,"Leider bin ich zu spät auf die Idee gekommen die Rezensionen zu lesen und bin eben eine halbe Stunde im Regen auf einem verlassenem Hafengelände herum geirrt. Absolute Frechheit,dass DHL es nicht schafft den Standort zu aktualisieren....
Man muss zwei Kilometer weiter...Leute die behaupten die Station ohne Probleme zu finden,müssen es vorher hier gelesen haben, weil weder die DHL App/Internetseite noch google können einem.den Weg weisen.",1,vor einem Jahr,Sonja Wachter
ChIJaSaZZXNRqEcRsYkb8UZ7tqw,DHL Packstation 107,3.4,52.5261211,13.3018545,DHL Packstation,"Bin bisher immer zufrieden gewesen. Gebe auch immer diese Packstation an. Dieses mal wurde meine Sendung an eine andere geliefert,wo ich mit den Öffis hinfahren muss. Das ist sehr ärgerlich. Deshalb werde ich sie nicht abholen. Wir haben hier insgesamt 4 Packstationen die gut zu Fuss erreichbar sind. Deshalb verstehe ich es nicht.",1,vor einem Jahr,Sabine Power-Hayworth
ChIJaSaZZXNRqEcRsYkb8UZ7tqw,DHL Packstation 107,3.4,52.5261211,13.3018545,DHL Packstation,"Übliche Packstation, leider ohne Parkplätze",4,vor 3 Monaten,A. BB
ChIJaSaZZXNRqEcRsYkb8UZ7tqw,DHL Packstation 107,3.4,52.5261211,13.3018545,DHL Packstation,Parksituation ist ein bisschen schwierig und der Bildschirm vom Automaten hat einen Riss,3,vor 9 Monaten,Stephan Kühne
ChIJaSaZZXNRqEcRsYkb8UZ7tqw,DHL Packstation 107,3.4,52.5261211,13.3018545,DHL Packstation,"Der Service war hervorragend und schnell. Außerdem gab es einen Mitarbeiter, der Englisch sprach und sehr nett war, sodass alles reibungslos verlief.",5,vor 3 Jahren,anon
ChIJaSaZZXNRqEcRsYkb8UZ7tqw,DHL Packstation 107,3.4,52.5261211,13.3018545,DHL Packstation,,4,vor 2 Jahren,Max
ChIJ0RxYMn1PqEcRyUUO3LqLRmY,DHL Packstation 211,2.7,52.5219002,13.407857,DHL Packstation,"vorsicht, hier bekommt man zwar einen digitalen strichcode, kann ihn aber an dieser packstation nicht einscannen.

sie erkennen die station daran, dass viele leute davorstehen, die sich gerade die dazugehörige app herunterladen.

danach brauchen sie entweder einen drucker um den strichcode auszudrucken und dann mit der app einzuscannen oder ganz oldschool zettel und stift um sich den 20stelligen zahlencode aus ihrem handy abzuschreiben um ihn dann händisch in die app zu tippen. top modern!

tipp an dhl: vielleicht noch einen tisch mit stiften vor der packstation aufstellen.

die packstation ist übrigens recht versteckt auf dem hinterhof neben den mülltonnen vom kaufland.

nachtrag: vielen dank für die antwort, liebe dhl. dies ändert aber nichts an der tatsache, dass eine nur per app bedienbare packstation problematisch ist, wenn man den strichcode zur abholung nur digital mitgeteilt bekommt. das passt nicht zusammen, da man den digitalen strichcode nicht in die app laden kann. hier wird dann wieder die abholkarte auf papier nötig um diese abzuscannen.",2,vor 2 Jahren,xy zzz
ChIJ0RxYMn1PqEcRyUUO3LqLRmY,DHL Packstation 211,2.7,52.5219002,13.407857,DHL Packstation,"Alles okay. Strenggenommen befindet sich die Parkstadion in der Rochstrasse, rechts neben dem Kaufland Parkplatz rein.",4,vor einem Jahr,CN
ChIJ0RxYMn1PqEcRyUUO3LqLRmY,DHL Packstation 211,2.7,52.5219002,13.407857,DHL Packstation,Gut erreichbar direkt neben der S-Bahnstation,5,vor einem Jahr,Fuat Berber
ChIJ0RxYMn1PqEcRyUUO3LqLRmY,DHL Packstation 211,2.7,52.5219002,13.407857,DHL Packstation,wegbeschreibung endet laut adresse vor geschlossenem kaufland! dümmer geht es nicht!,1,vor 2 Jahren,frank richter
ChIJ0RxYMn1PqEcRyUUO3LqLRmY,DHL Packstation 211,2.7,52.5219002,13.407857,DHL Packstation,Schwer zu finden wenn man sich nicht auskennt. Könnte auch ein wenig beleuchtet sein am Abend.,2,vor 2 Jahren,matthias heine
ChIJ8Vfy7MpPqEcRQ1Jp3ZoLR9I,DHL Packstation 181,3.4,52.5125734,13.4047669,DHL Packstation,"Vor einiger Zeit habe ich etwas bestellt und mich gefreut, Kunde bei DHL zu sein. Ich habe einen QR-Code erhalten, konnte aber die Ware nicht abholen, weil der Code unbekannt war. Ich habe es mehrere Male versucht, aber es ging nicht. Deshalb habe ich den DHL-Kundenservice angerufen. Dort wurde meine Beschwerde aufgenommen. Nach 7-8 Tagen habe ich nichts gehört und erhalten, dass das Paket an den Absender zurückgesendet wurde.

Heute 20.12.2024 das gleiche Problem: Der Code ist wieder unbekannt. Ich habe den Kundenbetreuung von DHL angerufen und das Problem erklärt. Leider konnte sie mich nicht richtig verstehen und hat aufgelegt.
DHL Packstation 181 Fischerinsel.",1,vor einem Jahr,H. D.
ChIJ8Vfy7MpPqEcRQ1Jp3ZoLR9I,DHL Packstation 181,3.4,52.5125734,13.4047669,DHL Packstation,"Wenn man nicht immer anstehen möchte, dann ist diese automatisierte Poststation wirklich super! Einfach die Nummer eingeben, bestätigen und schon geht das magische Türchen auf. Einfach rein und zu und gut. Echt super! Ich finde diese Art, Pakete zu verschicken, mittlerweile viel besser und deutlich schneller. Es ist unkompliziert und man kann jederzeit dort hingehen - vorausgesetzt, es ist noch Platz frei :)",5,vor 6 Jahren,Fabienne Delinger
ChIJ8Vfy7MpPqEcRQ1Jp3ZoLR9I,DHL Packstation 181,3.4,52.5125734,13.4047669,DHL Packstation,"Sehr praktisch da im unmittelbaren Wohnumfeld. 200 Meter entfernt. Manchmal bringt der Fahrer leider auch die Pakete zu einer anderen Station.
Nur 3 Sterne, da ich oft Pakete dort hinbringe und es schon 2 mal vorgekommen ist das beim automatischen Öffnen des Faches welches ich benutzt habe schon ein Paket drinnen liegt. Ich hoffe das ist kein technischer Fehler sondern nur ein Fehler des Vorgängers das er das Einliefern nicht richtig abgeschlossen hat und somit das System denkt das Fach ist noch leer?!
Denn ich möchte ungern das meine Pakete in die nicht dafür bestimmten Hände gelangen.",3,vor 4 Jahren,Man Ni
ChIJ8Vfy7MpPqEcRQ1Jp3ZoLR9I,DHL Packstation 181,3.4,52.5125734,13.4047669,DHL Packstation,"Jetzt fängt auch DHL wie GLS an.
Stets jemand zuhause um Paket entgegen zu nehmen. Plötzlich liegt im Briefkasten ein Zettel das Zustellung versucht wurde.
Ja toll aber nicht beim Empfänger des Pakets.
Jetzt darf ich 1 Tag länger warten auf das Geschenk welches nun zu spät gegeben wird weil die DHL entweder inkompetente Leute oder unrealistische Ziele setzt.
Nie wieder werde ich den Service nutzen denn wenn ich was bestelle und es irgendwo am A**** der Welt in irgend n Backshop der von 6 bis 13 geöffnet ist und das 4 mal die Woche, frage ich mich wieso die gleich nicht alles einfach zur Abholung die Shops tun.",1,vor 3 Jahren,w2k88
ChIJ8Vfy7MpPqEcRQ1Jp3ZoLR9I,DHL Packstation 181,3.4,52.5125734,13.4047669,DHL Packstation,"Für mich schlecht zu erreichen, war eine Fehllieferung von DHL. Packstation wurde verwechselt.",4,vor 3 Jahren,Reza P.
ChIJnXq12jFPqEcRWewuW2K7C14,DHL Paketshop 618,3.8,52.5242656,13.4175777,DHL Packstation,Ich habe jetzt einige Male ein paar Pakete vorbei gebracht und immer alles einwandfrei und freundlich. Kann mich nicht beschweren und kaufe dort auch gerne was ein.,5,vor einem Monat,B1x
ChIJnXq12jFPqEcRWewuW2K7C14,DHL Paketshop 618,3.8,52.5242656,13.4175777,DHL Packstation,"Nun habe ich auch den von anderen schon beschriebenen bärtigen Mann der sich wohl in seinem Job überfordert fühlt und gerne versucht 'Macht' über weibliche Kunden auszuüben getroffen. Dieses Geschäft unbedingt meiden, bis nicht vom Inhaber geschrieben wird das besagte Person nicht mehr dort arbeitet.",1,vor 6 Monaten,E
ChIJnXq12jFPqEcRWewuW2K7C14,DHL Paketshop 618,3.8,52.5242656,13.4175777,DHL Packstation,"Die Jungs dort super freundlich und sehr nett! Es gibt aber einen Mitarbeiter dort,  der einfach extrem aggressiv und eklig zu den Kunden ist! Er pöbelt und möchte einen provozieren, es ist sehr unangenehm und übergreifend, gerade auch zu Frauen! Ich versuche schon die Pakete umzuleiten, damit sie nicht dort ankommen! Heute ist es wieder passiert, dass er mich dumm von der Seite angemacht hat, ich MÖCHTE nur meine Paket/e abholen! Bietet bitte den Service nicht mehr an oder der Typ soll da nicht mehr arbeiten. Wenn das wieder passiert, gehe ich zur Polizei, die gleich um die Ecke ist, damit der es endlich mal versteht!",2,vor 8 Monaten,leoty Luedemann
ChIJnXq12jFPqEcRWewuW2K7C14,DHL Paketshop 618,3.8,52.5242656,13.4175777,DHL Packstation,"Ich war's erste Mal da und wollte ein Paket abgeben. Hab ich auch, aber bis da hin dürfte ich mir anhören wie unglaublich unzufrieden der Verkäufer (?) da vor Ort sei. Dass sein Lieferant mit ihm meckert weil man nicht genug Platz wegen der Pakete hat und irgendwann kam ein ""Ihr denkt ja nicht an uns!"" (Ich rate mal, er meinte uns Menschen, die Pakete versenden wollen? Auweia) Ich hab mich mehrfach entschuldigt (von ihm kam nur: ""davon kann ich mir nichts kaufen"") und mich irgendwann so angegangen gefühlt, dass ich meinte, ob ich meine Pakete lieber woanders abgeben sollte in Zukunft und darauf kam ein ""Ja bitte"" in einem nicht sonderlich freundlichen Ton, dennoch hinter einem Lachen versteckt.
Ich bin eine eher schüchterne Person und empfand diese Situation als so dermaßen unangenehm, dass ich da nicht mehr hingehen werde. Das war ja auch der Wunsch des Verkäufers. Aber bitte, dann bietet diesen Service nicht an, wenn er so stiefmütterlich behandelt und auf so eine Art die Kund*innen angegangen werden.",1,vor einem Jahr,Antonia MS
ChIJnXq12jFPqEcRWewuW2K7C14,DHL Paketshop 618,3.8,52.5242656,13.4175777,DHL Packstation,"Cooler Shop immer freundlich
Schnelle annahmen und Abholungen
Danke",5,vor 7 Monaten,Anthony Howell
ChIJgZd-M39RqEcRRkUvDWgYR84,DHL Packstation 284,2,52.522017,13.4053481,DHL Packstation,"Leider ohne Bildschirm und Drucker, kann nur mit dem App benutzt werden.",4,vor einem Jahr,Alexandr Zhilinkov
ChIJgZd-M39RqEcRRkUvDWgYR84,DHL Packstation 284,2,52.522017,13.4053481,DHL Packstation,"Wenn die Station schon lange nicht mehr hier ist, dann nehmt sie doch endlich raus! Man verlässt sich ja darauf und kalkuliert damit",1,vor einem Monat,Ni12Vi
ChIJgZd-M39RqEcRRkUvDWgYR84,DHL Packstation 284,2,52.522017,13.4053481,DHL Packstation,,1,vor 2 Monaten,Martin Scholze
ChIJ3bB1Hy5PqEcRctAhf_SXMe8,DHL Packstation 530,3.6,52.5304256,13.411839,DHL Packstation,Sehr kleine Packstation mit begrenzter Anzahl von L-Fächern.,2,vor 2 Jahren,Jędrzej Rojek
ChIJ3bB1Hy5PqEcRctAhf_SXMe8,DHL Packstation 530,3.6,52.5304256,13.411839,DHL Packstation,War schnell und unkompliziert,4,vor 4 Jahren,Justin M
ChIJ3bB1Hy5PqEcRctAhf_SXMe8,DHL Packstation 530,3.6,52.5304256,13.411839,DHL Packstation,"Freundliches Personal, das gerne hilft",4,vor 2 Jahren,Petros Emmanuel
ChIJ3bB1Hy5PqEcRctAhf_SXMe8,DHL Packstation 530,3.6,52.5304256,13.411839,DHL Packstation,,3,vor einem Jahr,Marco Berlin
ChIJ3bB1Hy5PqEcRctAhf_SXMe8,DHL Packstation 530,3.6,52.5304256,13.411839,DHL Packstation,,5,vor 2 Jahren,Bhagya Sabu
ChIJZU6AXkhRqEcRF-MKi9xjtII,DHL Paketshop 771,5,52.51133,13.39702,DHL Packstation,,5,vor 5 Monaten,Анастасия Галкина
ChIJZU6AXkhRqEcRF-MKi9xjtII,DHL Paketshop 771,5,52.51133,13.39702,DHL Packstation,,5,vor 2 Jahren,Deniz
ChIJRYLnVTlOqEcRVr-LDBYE-bQ,DHL Packstation 481,2.6,52.5137446,13.4217063,DHL Packstation,"Jedes Mal wenn ein Paket hierher geliefert anstatt an die 228 oder 245 sinkt mein Wohlbefinden um 10%. Die Packstation geht den Großteil der Zeit nicht. Allein heute habe ich mich über eine sehr eisige und überhaupt nicht gestreute Einfahrt auf den Weg gemacht, nur um dann zu sehen, dass die Packstation nicht geht. Die Sendung, die ich hier abholen wollte wurde anscheinend kurz bevor ich dort war wieder rausgenommen um sie mir zuzustellen und darüber wurde ich nicht per Mail informiert. Warum nicht? Bitte installiert hier einfach eine neue Packstation anstatt jede 2 Wochen einen Defekt kurzfristig zu behandeln. Danke",1,vor 2 Monaten,lysa l
ChIJRYLnVTlOqEcRVr-LDBYE-bQ,DHL Packstation 481,2.6,52.5137446,13.4217063,DHL Packstation,Ausdrücklich gebe ich an dass bei einem Nachbarn geliefert werden soll weil ich diese Option auswählen darf natürlich macht der Kollege das nicht und erschwert mir mein Leben.Warum bestelle ich etwas wenn ich im nachhinein 1.5 km fahren muss um es abzuholen?Bestellen bedeutet Erleichterung ich verstehe diese Mitarbeiter nicht können die nicht ihre Arbeit richtig machen,1,vor 2 Monaten,Abdallah Hazime
ChIJRYLnVTlOqEcRVr-LDBYE-bQ,DHL Packstation 481,2.6,52.5137446,13.4217063,DHL Packstation,"Paket nicht geliefert, obwohl man zu Hause ist; keine Benachrichtigungskarte erhalten, wie in der Email angegeben; App installiert und es stand drin, dass das Paket schon abgeholt wurde, obwohl ich es nie abgeholt habe; Support angerufen, der Techniker beauftragt hat binnen 2 Werktagen das zu fixen und ich werde benachrichtigt, keine Benachrichtigung bekommen; nochmal angerufen, andere Abteilung wird informiert und ich bekomme zeitnah einen Anruf, wer hätte es gedacht keinen Anruf bekommen; nochmal angerufen, ich soll das mit dem Absender klären und einen Nachforschungsantrag einreichen, der 2-4 Wochen dauert; nach 9 Werktagen bei Nichtabholung wird das Paket wieder zurück gesendet; Email Adresse nicht vorhanden; am Telefon sagen alle was anderes; Vielen Dank dafür, Toller Clowsverein",1,vor 7 Monaten,Hung Viet Le
ChIJRYLnVTlOqEcRVr-LDBYE-bQ,DHL Packstation 481,2.6,52.5137446,13.4217063,DHL Packstation,"Meine Finger nimmt das Display nicht. Mir wurde von DHL empfohlen dann mit dem Fingernagel zu tippen, da das Display zartes Fleisch nicht mag hihi. Und es hat funktioniert, toller Tipp. DHL macht was sie sollen, liefern wie ich es eingestellt habe automatisch an Packstation. Dort ist es recht hell und sauber. Als ich anrief, weil das Display mein Finger nicht annahm, ging es ohne Probleme, schnelle Problemlösung. Nutze die Packstation sehr gerne.",5,vor 4 Jahren,Mini La Boom
ChIJRYLnVTlOqEcRVr-LDBYE-bQ,DHL Packstation 481,2.6,52.5137446,13.4217063,DHL Packstation,"Habe diese Packstation nie angegeben, aber die Boten liefern ständig dorthin, da sie sich Wege ersparen wollen oder zu faul sind.  Sie ist schlecht zu erreichen und liegt ziemlich abseits - abends sollte man da auch nicht hingehen, da es uneinsehbar und gefährlich werden könnte. Ich finde es unmöglich, dort (ca. 2 km von der angegebenen Packstation entfernt) schwere Pakete abholen zu müssen.",1,vor 6 Jahren,Simone Teichert
ChIJ0yJvi6pPqEcRClle7k0rnDU,DHL Packstation 242,3.5,52.52631,13.4220261,DHL Packstation,"Da es hier kein Display gibt, muss man nicht nur die App auf dem Smartphone haben, sondern braucht im Moment des Abholens auch eine AKTIVE Internetverbindung, d.h. mobile Daten.",3,vor einem Jahr,Inigo Thornton
ChIJ0yJvi6pPqEcRClle7k0rnDU,DHL Packstation 242,3.5,52.52631,13.4220261,DHL Packstation,Neue Packstation hat alles wunderbar funktioniert beachten muss man jedoch dass man in die App installiert haben muss die Packstation hat keinen Bildschirm,5,vor einem Jahr,Aaron Lindemann
ChIJ0yJvi6pPqEcRClle7k0rnDU,DHL Packstation 242,3.5,52.52631,13.4220261,DHL Packstation,Kein Display. Nur App.,1,vor einem Jahr,Kai
ChIJ0yJvi6pPqEcRClle7k0rnDU,DHL Packstation 242,3.5,52.52631,13.4220261,DHL Packstation,"Es hat kein Display, funktioniert aber problemlos mit der App. Pakete lassen sich einfach senden und empfangen.",5,vor 11 Monaten,Rafig Abasov
ChIJJVGUPM5PqEcR6bHnQpXtFho,DHL Packstation 164,3.6,52.507820100000004,13.4154249,DHL Packstation,Ist jetzt schon seit 4 Tagen defekt und ich muss meine Pakete in der Postfiliale am Alex abholen.  Das ist unmöglich!,2,vor 9 Jahren,Simone Teichert
ChIJJVGUPM5PqEcR6bHnQpXtFho,DHL Packstation 164,3.6,52.507820100000004,13.4154249,DHL Packstation,Verschwenden Sie nicht Ihr Geld und Ihre Zeit! Der Versand mit dieser Maschine kostet Sie nur 70 Euro und führt zu einem verlorenen Paket ohne jeglichen Kundenservice.,1,vor einem Jahr,Nabil Omar
ChIJJVGUPM5PqEcR6bHnQpXtFho,DHL Packstation 164,3.6,52.507820100000004,13.4154249,DHL Packstation,,5,vor 5 Monaten,Metin Bekiroglu
ChIJJVGUPM5PqEcR6bHnQpXtFho,DHL Packstation 164,3.6,52.507820100000004,13.4154249,DHL Packstation,,3,vor einem Jahr,Michael Jatczak
ChIJJVGUPM5PqEcR6bHnQpXtFho,DHL Packstation 164,3.6,52.507820100000004,13.4154249,DHL Packstation,,3,vor einem Jahr,Marco Berlin
ChIJ1SCtNtdRqEcR6v5B9FUoH5U,DHL Packstation 264,3.5,52.5099519,13.3942343,DHL Packstation,Ein wunderbarer ruhiger Ort. Es gibt nie Warteschlangen.,5,vor 6 Monaten,Serhii Skrupskyi
ChIJ1SCtNtdRqEcR6v5B9FUoH5U,DHL Packstation 264,3.5,52.5099519,13.3942343,DHL Packstation,Display tatsächlich immer mal schwergängig. Manchmal etwas verdreckt drumherum... Dafür kann die Packstation natürlich nichts.,3,vor einem Jahr,Dennis John
ChIJ1SCtNtdRqEcR6v5B9FUoH5U,DHL Packstation 264,3.5,52.5099519,13.3942343,DHL Packstation,"Kaum Parkmöglichkeiten in der Nähe, Zufahrt über kleine Nebenstraße. Die Packstation steht nachmittags in der Sonne. Der Bildschirm reagiert schlecht auf Toucheingaben; seit Software-Update kann die PIN nicht mehr per Tastatur eingegeben werden.",3,vor 7 Jahren,Jan Köhler
ChIJ1SCtNtdRqEcR6v5B9FUoH5U,DHL Packstation 264,3.5,52.5099519,13.3942343,DHL Packstation,"Sehr schelchte Paskstation. Eine der schlechtesten überhaupt. Sehr versteckt und schwer zu finden. Fächer oft teilweise kaputt. Touchdisplay funktioniert nur mit großer Kraftanstrrengung. Keinerlei Parkpklätze in unmittelbarer Gegend. Nicht möglich mit Auto direkt davor zu fahren. Sehr enttäuschend. Hier muss die Post nachbessern. Zudem sollten mehr Nutzer bewerten, die mehr Erfahrung und Vergleichsoptionen.",1,vor 8 Jahren,C. M.
ChIJ1SCtNtdRqEcR6v5B9FUoH5U,DHL Packstation 264,3.5,52.5099519,13.3942343,DHL Packstation,"Direkt zugänglich zu jeder Tageszeit. Nachbarn werden nicht belästigt, auch wenn ich ihnen dankbar für die Annahme der Pakete bin, kann ich hier im Vorbeigehen Pakete abholen und gleich welche verschicken. Der Kartenleser ist zwar defekt aber sonst alles schick. Manchmal ist die Station schon zu klein. Vielleicht kann DHL etwas größer bauen. Im Moment geht's fast immer gut.",5,vor 8 Jahren,Sascha Kuester
ChIJeyEgjUpPqEcRBjROlAB0vfs,DHL Packstation 228,5,52.516123,13.4260871,DHL Packstation,Fortfahren.,5,vor 2 Monaten,Michał Kobylecki
ChIJQ4q3RnNTqEcR8JvpA7rTE24,DHL Paketshop 777,3.9,52.527932,13.4084793,DHL Packstation,"DHL direkt könnte ich ja nicht bewerten. Die wissen schon warum. Man hat mit keiner Spedition oder sonstigem so viel Probleme wie mit DHL. Nur da wartet man den ganzen Tag, auf nem Paket, welches dann aus irgendeinem Grund eh nicht zugestellt werden kann. Von den letzten 10 mal über DHL Mist, haben 2 mal funktioniert und das nur mit unserem zuverlässigen Fahrer. Seitdem neue da sind, läuft nüscht mehr. Ich werde auch weiterhin jedem wo ich was bestelle, darauf hinweisen, das die es nicht über DHL schicken sollen, gibt nur Theater und ich lass es mir dann eh erstatten l. Keine Zeit hier 2 Wochen zu warten. Gestern sollte es kommen, konnte dann wieder nicht zugestellt werden xD jetzt statt heute neuer Versuch, so wie es hieß, soll es jetzt am 9.9. kommen.",1,vor einem Jahr,Roy
ChIJQ4q3RnNTqEcR8JvpA7rTE24,DHL Paketshop 777,3.9,52.527932,13.4084793,DHL Packstation,Super effizient!,5,vor 7 Monaten,Imon Bagchi
ChIJQ4q3RnNTqEcR8JvpA7rTE24,DHL Paketshop 777,3.9,52.527932,13.4084793,DHL Packstation,Toller Service,5,vor einem Jahr,Michael Schweizer
ChIJQ4q3RnNTqEcR8JvpA7rTE24,DHL Paketshop 777,3.9,52.527932,13.4084793,DHL Packstation,"Ein kleiner Laden mit einer großen Auswahl an Getränken. Hier können Sie auch Ihre Amazon-Retouren abgeben. Er befindet sich direkt neben Ecoalf und ist mit einer gelben DHL-Flagge gekennzeichnet, die Ihnen beim Vorbeigehen auf der Straße sofort ins Auge fällt. Bei der Rückgabe Ihres Pakets erhalten Sie einen Beleg. Vergessen Sie nicht, ihn mitzunehmen! Die Mitarbeiterin am Schalter war freundlich und die Rückgabe verlief reibungslos.",5,vor 4 Jahren,Lakshmi Padmaja Gopal
ChIJQ4q3RnNTqEcR8JvpA7rTE24,DHL Paketshop 777,3.9,52.527932,13.4084793,DHL Packstation,"Ein schöner, großer Späti-Laden mit einer großen Auswahl, nicht nur an alkoholischen Getränken, sondern auch an Snacks. Es gibt dort auch einen Geldautomaten (natürlich mit Euronet) und einen integrierten DHL- und Postbank-Paketshop.

Nichts zu beanstanden.",4,vor 2 Jahren,Naveen Handa
